,station_id,station_name,station_latitude,station_longitude,nta
478,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,BK09
506,3219,NYCBS Depot - STY,40.729193,-73.97665500000001,MN50
508,3221,47 Ave & 31 St,40.743,-73.93561,QN31
509,3222,Hanson Pl & St Felix St,40.6851596,-73.97711366,BK68
510,3223,E 55 St & 3 Ave,40.75899656,-73.96865398,MN19
511,3224,W 13 St & Hudson St,40.73997354,-74.00513873,MN23
513,3226,W 82 St & Central Park West,40.78275,-73.97137,MN12
514,3229,Marcy Ave & MacDonough St,40.68061768,-73.94624949,BK75
515,3230,Penn Station Valet,40.7512836,-73.99692446,MN13
516,3231,E 67 St & Park Ave,40.767800799999996,-73.96592081,MN40
517,3232,Bond St & Fulton St,40.68962189,-73.98304269,BK38
518,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,MN17
519,3234,E 40 St & Madison Ave,40.75159368,-73.98043156,MN20
520,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,MN20
521,3236,PABT Valet,40.75898481,-73.99379969,MN15
522,3237,21 St & 41 Ave,40.75383343,-73.94267678,QN68
524,3239,Bressler,40.64653837,-74.01658773,BK32
526,3241,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,BK75
527,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,BK09
528,3243,E 58 St & 1 Ave,40.75892386,-73.96226227,MN19
529,3244,University Pl & E 8 St,40.73143724,-73.99490342,MN23
530,3245,Kiosk in a box Motivate,40.6466779,-74.01630342,BK32
531,3246,Montague St & Clinton St,40.69428114,-73.99230033,BK09
534,3249,Verona Pl & Fulton St,40.68035608,-73.9476791,BK75
536,3252,Bike The Branches - Red Hook Branch,40.67534953,-74.01002035,BK33
539,3255,8 Ave & W 31 St,40.75058535,-73.99468482,MN13
540,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,MN24
542,3258,W 27 St & 10 Ave,40.75018156,-74.00218427,MN13
543,3259,9 Ave & W 28 St,40.74937024,-73.99923384,MN13
544,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,MN23
545,3263,Cooper Square & E 7 St,40.7292365,-73.99086803,MN22
546,3264,E 61 St & Park Ave,40.76421007,-73.96910459,MN40
547,3265,E 2 St & 2 Ave,40.72456343,-73.98944378,MN22
548,3266,Kiosk in a box Deployment,40.70861098,-73.92850399,BK90
562,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,MN12
563,3284,E 88 St & Park Ave,40.7814107,-73.95595908,MN40
564,3285,W 87 St  & Amsterdam Ave,40.78839,-73.9747,MN12
566,3287,W 87 St & West End Ave,40.790261,-73.977131,MN12
568,3289,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,MN12
570,3291,Riverside Dr & W 91 St,40.7933718,-73.97685115,MN12
572,3293,W 92 St & Broadway,40.7921,-73.9739,MN12
573,3294,E 91 St & Park Ave,40.7835016,-73.955327,MN40
576,3297,6 St & 7 Ave,40.668662700000006,-73.97988067,BK37
577,3298,Warren St & Court St,40.686371,-73.99383324,BK38
578,3299,E 98 St & Park Ave,40.788129999999995,-73.95206,MN33
580,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,MN12
581,3302,Columbus Ave & W 103 St,40.7969347,-73.96434123,MN12
582,3303,Butler St & Court St,40.6849894,-73.99440329,BK38
583,3304,6 Ave & 9 St,40.668127,-73.98377641,BK37
585,3306,10 St & 7 Ave,40.666207799999995,-73.98199886,BK37
586,3307,West End Ave & W 94 St,40.7941654,-73.974124,MN12
587,3308,Kane St & Clinton St,40.686175799999994,-73.99645295,BK33
588,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,MN33
589,3310,14 St & 7 Ave,40.663779,-73.98396846,BK37
590,3311,Columbia St & Kane St,40.68763155,-74.0016256,BK33
592,3313,6 Ave & 12 St,40.666318100000005,-73.9854617,BK37
593,3314,W 95 St & Broadway,40.7937704,-73.971888,MN12
594,3315,Henry St & Degraw St,40.684751399999996,-73.99917254,BK33
595,3316,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621738,MN12
596,3317,10 St & 5 Ave,40.6686273,-73.98700053,BK37
598,3319,14 St & 5 Ave,40.666287,-73.98895053,BK37
599,3320,Central Park West & W 100 St,40.793393,-73.96355559999999,MN12
600,3321,Clinton St & Union St,40.683116399999996,-73.99785267,BK33
601,3322,12 St & 4 Ave,40.668603000000004,-73.99043940000001,BK37
602,3323,W 106 St & Central Park West,40.798185600000004,-73.96059090000001,MN12
603,3324,3 Ave & 14 St,40.6685455,-73.99333264,BK37
604,3325,E 95 St & 3 Ave,40.7849032,-73.950503,MN40
605,3326,Clinton St & Centre St,40.67434,-74.00194698,BK33
606,3327,3 Ave & E 100 St,40.787721399999995,-73.94728331,MN33
607,3328,W 100 St & Manhattan Ave,40.795,-73.9645,MN12
608,3329,Degraw St & Smith St,40.6829151,-73.99318208,BK33
609,3330,Henry St & Bay St,40.672505799999996,-74.00494695,BK33
610,3331,Riverside Dr & W 104 St,40.8013434,-73.97114574,MN12
611,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,BK33
612,3333,Columbia St & Lorraine St,40.6747055,-74.00755720000001,BK33
613,3335,Union St & 4 Ave,40.6772744,-73.98282002,BK37
614,3336,E 97 St & Madison Ave,40.787801,-73.953559,MN33
615,3337,Dwight St & Van Dyke St,40.67363551,-74.01195556,BK33
616,3338,2 Ave & E 99 St,40.786258600000004,-73.94552579,MN33
617,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,BK37
618,3340,Wolcott St & Dwight St,40.6753274,-74.0100698,BK33
620,3342,Pioneer St & Richards St,40.677774799999995,-74.0094613,BK33
621,3343,W 107 St & Columbus Ave,40.7997568,-73.96211287,MN09
622,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,BK33
623,3345,Madison Ave & E 99 St,40.78948542,-73.95242929,MN33
624,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,BK37
625,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,BK33
626,3348,Coffey St & Conover St,40.677236,-74.015665,BK33
627,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,BK37
628,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,MN12
629,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,MN33
630,3352,Sigourney St & Columbia St,40.67267243,-74.00879525,BK33
631,3353,Reed St & Van Brunt St,40.6747844,-74.01612847,BK33
633,3355,E 66 St & Madison Ave,40.76800889,-73.96845281,MN40
634,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,MN14
635,3357,W 106 St & Amsterdam Ave,40.80083629999999,-73.96644925,MN09
636,3358,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,BK37
637,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,MN40
638,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,MN12
639,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,BK37
640,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,MN40
641,3363,E 102 St & Park Ave,40.7904828,-73.95033068,MN33
642,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,BK37
643,3365,3 St & 7 Ave,40.67038370000001,-73.97839676,BK37
644,3366,West End Ave & W 107 St,40.8021174,-73.96818053,MN09
645,3367,5 Ave & E 103 St,40.792255299999994,-73.95249933,MN33
646,3368,5 Ave & 3 St,40.672815500000006,-73.98352355,BK37
649,3371,4 Ave & 2 St,40.67461342,-73.98501143,BK37
651,3373,3 St & 3 Ave,40.675070500000004,-73.98775226,BK37
653,3375,3 Ave & E 72 St,40.7699426,-73.96060712,MN40
655,3377,Carroll St & Bond St,40.6786115,-73.99037292,BK33
656,3378,E 76 St & Park Ave,40.773763,-73.96222088,MN40
657,3379,E 103 St & Lexington Ave,40.790305100000005,-73.94755757,MN33
658,3381,3 St & Hoyt St,40.6777287,-73.99364123,BK33
659,3382,Carroll St & Smith St,40.680611,-73.99475825,BK33
660,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,MN09
661,3384,Smith St & 3 St,40.678724200000005,-73.99599099,BK33
662,3385,2 Ave & E 105 St,40.7898175,-73.94296109,MN33
663,3386,1 Pl & Clinton St,40.6809591,-73.99905709,BK33
664,3387,E 106 St & Madison Ave,40.79343370000001,-73.94945003,MN33
665,3388,President St & Henry St,40.6828003,-73.99990419,BK33
666,3389,Carroll St & Columbia St,40.6830456,-74.00348559,BK33
667,3390,E 109 St & 3 Ave,40.79329668,-73.9432083,MN33
668,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,MN33
669,3392,Commerce St & Van Brunt St,40.681211700000006,-74.00860912,BK33
670,3393,Richards St & Delavan St,40.67943270000001,-74.00785041,BK33
671,3394,Columbia St & W 9 St,40.6769993,-74.00647134,BK33
672,3395,Henry St & W 9 St,40.6763744,-74.00324957,BK33
673,3396,Clinton St & 4 Place,40.6783563,-74.00014502,BK33
674,3397,Court St & Nelson St,40.6763947,-73.99869893,BK33
675,3398,Smith St & 9 St,40.67469570000001,-73.99785768,BK33
676,3399,7 St & 3 Ave,40.67260298,-73.98983002,BK37
677,3400,E 110 St & Madison Ave,40.796153499999996,-73.94782145,MN33
678,3401,2 Ave & 9 St,40.6724811,-73.99331394,BK37
679,3402,Court St & State St,40.6902375,-73.99203074,BK09
680,3403,4 Ave & 9 St,40.6705135,-73.98876585,BK37
681,3404,7 St & 5 Ave,40.670492200000005,-73.98541675,BK37
682,3405,5 St & 6 Ave,40.670483600000004,-73.98208968,BK37
683,3407,Union St & Nevins St,40.679097999999996,-73.98765475,BK37
684,3408,Congress St & Clinton St,40.6881529,-73.99520919,BK33
685,3409,Bergen St & Smith St,40.686744299999994,-73.99063168,BK38
686,3410,Dean St & Hoyt St,40.686444200000004,-73.98759104,BK38
687,3411,Bond St & Bergen St,40.6849668,-73.98620772,BK38
688,3412,Pacific St & Nevins St,40.6853761,-73.98302136,BK38
689,3413,Wyckoff St & 3 Ave,40.6827549,-73.98258555,BK38
690,3414,Bergen St & Flatbush Ave,40.68094472,-73.97567332,BK37
691,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,BK64
692,3416,7 Ave & Park Pl,40.67761470000001,-73.97324283,BK64
693,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,BK37
694,3418,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473,BK37
695,3419,Douglass St & 4 Ave,40.67927879999999,-73.98154004,BK37
696,3420,Douglass St & 3 Ave,40.6802133,-73.98432695,BK37
697,3421,Hoyt St & Warren St,40.6843549,-73.98901629,BK38
698,3422,Columbia St & Degraw St,40.6859296,-74.00242364,BK33
700,3424,E 106 St & Lexington Ave,40.791976,-73.945993,MN33
701,3425,2 Ave  & E 104 St,40.789210499999996,-73.94370784,MN33
703,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,MN24
704,3428,8 Ave & W 16 St,40.740983,-74.00170200000001,MN13
705,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,BK68
706,3430,Richardson St & N Henry St,40.71907891,-73.94223690000001,BK90
707,3431,E 35 St & 3 Ave,40.746524,-73.977885,MN20
709,3434,W 88 St & West End Ave,40.79025417,-73.9771834,MN12
710,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,MN24
711,3436,Greenwich St & Hubert St,40.721319,-74.010065,MN24
712,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,MN12
714,3439,Broadway & E 22 St - Valet Scan,40.740343200000005,-73.9895511,MN13
715,3440,Fulton St & Adams St,40.69241829,-73.98949474,BK38
716,3441,10 Hudson Yards,40.752957,-74.00264,MN13
717,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,MN17
718,3445,Riverside Dr & W 89 St,40.79181172,-73.97860229,MN12
721,3449,Eckford St & Engert Ave,40.72146256,-73.94800901,BK76
722,3450,Penn Station Valet - Valet Scan,40.7512836,-73.9969245,MN13
723,3452,Bayard St & Leonard St,40.71915572,-73.94885391,BK73
724,3453,Devoe St & Lorimer St,40.71335226,-73.94910336,BK90
725,3454,Leonard St & Maujer St,40.71036854,-73.94705951,BK90
726,3455,Schermerhorn St & 3 Ave,40.68680821,-73.98036182,BK38
727,3456,Jackson St & Leonard St,40.71638032,-73.94821286,BK90
728,3457,E 58 St & Madison Ave,40.76302594,-73.97209525,MN17
729,3458,W 55 St & 6 Ave,40.76309387,-73.97835016,MN17
730,3459,E 53 St & 3 Ave,40.75763228,-73.96930575,MN19
731,3461,Murray St & Greenwich St,40.71485151,-74.01122332,MN24
732,3462,E 44 St & 2 Ave,40.75118387,-73.97138715,MN19
733,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,MN21
734,3464,W 37 St & Broadway,40.75227094,-73.98770571,MN17
735,3466,W 45 St & 6 Ave,40.75668721,-73.98257732,MN17
736,3467,W Broadway & Spring Street,40.72494672,-74.00165856,MN24
737,3468,NYCBS Depot - STY - Garage 4,40.730380100000005,-73.9747502,MN50
738,3469,India St & West St,40.73181402,-73.95995021,BK76
739,3470,Gowanus Tech Station,40.66980193,-73.99490476,BK37
740,3471,NYCBS Depot - GOW Annex,40.66888416,-73.99481356,BK37
741,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,MN13
742,3474,6 Ave & Spring St,40.725255700000005,-74.00412083,MN24
743,3476,Norman Ave & Leonard St,40.72576997,-73.9507395,BK76
744,3477,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787,BK32
745,3478,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204,BK32
751,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,BK38
752,3487,Prototype Lab Motivate Headquarters,40.65659567,-74.00849283,BK32
755,3490,E 116 St & 2 Ave,40.796879,-73.93726099999999,MN34
756,3491,E 118 St & 1 Ave,40.797470000000004,-73.93504,MN34
757,3492,E 118 St & Park Ave,40.8005385,-73.9419949,MN34
758,3493,E 118 St & 3 Ave,40.799139000000004,-73.9389152,MN34
759,3494,E 115 St & Lexington Ave,40.797911,-73.9423,MN34
760,3495,E 114 St & 1 Ave,40.79456629999999,-73.9362541,MN34
761,3496,1 Ave & E 110 St,40.7923272,-73.9383,MN34
762,3497,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349,MN34
763,3498,Pleasant Ave & E 120 St,40.7974772,-73.9311847,MN34
764,3499,2 Ave & E 122 St,40.8006721,-73.9349,MN34
765,3500,E 115 St & Madison Ave,40.7989445,-73.944846,MN34
766,3501,E 118 St & Madison Ave,40.801486600000004,-73.9442507,MN34
767,3502,Lexington Ave & E 111 St,40.79541210000001,-73.9441232,MN33
768,3503,Madison Ave & E 120 St,40.80295,-73.942954,MN34
769,3504,E 123 St & Lexington Ave,40.802926299999996,-73.9379,MN34
770,3505,Lexington Ave & E 127 St,40.805726,-73.936322,MN34
771,3506,Lexington Ave & E 120 St,40.8013066,-73.93981670000001,MN34
772,3507,Park Ave & E 124 St,40.8045555,-73.93968609999999,MN34
773,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,MN11
774,3509,Lenox Ave & W 115 St,40.8011939,-73.9500739,MN11
775,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,MN11
776,3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,MN11
777,3512,27 Ave & 4 St,40.7747175,-73.93378940000001,QN71
778,3513,21 St & Hoyt Ave S,40.774645,-73.92370600000001,QN72
780,3515,24 Ave & 26 St,40.774591,-73.918544,QN72
781,3516,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001,QN71
782,3517,31 St & Hoyt Ave N,40.771152799999996,-73.9170074,QN72
783,3518,Lenox Ave & W 126 St,40.808442,-73.94520870000001,MN11
784,3520,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,MN11
785,3521,Lenox Ave & W 111 St,40.7987859,-73.9523,MN11
786,3522,37 St & 24 Ave,40.7701477,-73.9120938,QN72
787,3523,24 Ave & 29 St,40.7729,-73.91614200000001,QN72
788,3524,19 St & 24 Ave,40.777455200000006,-73.9225403,QN72
789,3525,23 Ave & 27 St,40.776165,-73.9153175,QN72
790,3526,31 St & 23 Ave,40.7747878,-73.91255509999999,QN72
791,3527,5 Ave & E 126 St,40.806979999999996,-73.94174699999999,MN34
792,3528,Steinway St & 23 Ave,40.771393700000004,-73.9077436,QN72
793,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,MN03
794,3530,Crescent St & Ditmars Blvd,40.7787185,-73.9145645,QN72
795,3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,MN03
797,3533,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,MN03
798,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,MN11
799,3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,MN34
800,3536,W 116 St & Broadway,40.8082,-73.9641,MN09
801,3537,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001,BK64
802,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,MN09
803,3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,MN09
804,3540,Morningside Ave & W 123 St,40.81,-73.9551508,MN09
805,3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,MN09
806,3542,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,MN09
807,3543,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,MN09
808,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,BK64
809,3545,Broadway & W 122 St,40.8120562,-73.9612547,MN09
810,3546,Pacific St & Classon Ave,40.67919439999999,-73.95879029999999,BK61
811,3547,Broadway & Moylan Pl,40.8143256,-73.9590255,MN09
812,3548,Pacific St & Bedford Ave,40.6777747,-73.9529322,BK61
813,3549,Grand Ave & Bergen St,40.678045000000004,-73.962408,BK64
814,3550,Convent Ave & W 129 St,40.81413,-73.953005,MN06
815,3551,3 Ave & E 112 St,40.795508,-73.94160600000001,MN34
816,3552,W 113 St & Broadway,40.805973,-73.964928,MN09
817,3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,MN11
818,3554,Vernon Blvd & 41 Rd,40.7552433,-73.94856779999999,QN68
819,3555,28 St & 41 Ave,40.751047,-73.93796999999999,QN68
820,3556,24 St & 41 Ave,40.752708500000004,-73.9397405,QN68
821,3557,40 Ave & 9 St,40.75742,-73.945133,QN68
822,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999,BK64
823,3559,21 St & 38 Ave,40.7576314,-73.9391224,QN68
824,3560,28 St & 38 Ave,40.754876,-73.934326,QN68
825,3561,37 Ave & 35 St,40.7531106,-73.9279917,QN68
826,3562,Classon Ave & St Marks Ave,40.676519799999994,-73.9596082,BK61
827,3563,28 St & 36 Ave,40.757186,-73.93271899999999,QN68
828,3564,21 St & 36 Ave,40.760185299999996,-73.9362726,QN70
829,3565,36 Ave & 10 St,40.7614376,-73.9411265,QN68
830,3566,Crescent St & 35 Ave,40.7596276,-73.93214549999999,QN70
831,3567,11 St & 35 Ave,40.76274420000001,-73.9391141,QN68
832,3568,34 St & 35 Ave,40.756933200000006,-73.92622309999999,QN70
833,3569,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001,BK61
834,3570,35 Ave & 37 St,40.7557327,-73.92366109999999,QN70
835,3571,Bedford Ave & Bergen St,40.676368,-73.95291800000001,BK61
836,3572,34 Ave & 38 St,40.756913,-73.921631,QN70
837,3573,35 St & 34 Ave,40.7580583,-73.92427509999999,QN70
838,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,BK64
839,3575,Crescent St & 34 Ave,40.76108,-73.930562,QN70
840,3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024,BK64
841,3577,34 Ave & 21 St,40.762813799999996,-73.9342862,QN68
842,3578,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000001,BK61
843,3579,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,BK61
844,3580,St Johns Pl & Washington Ave,40.6737236,-73.9631611,BK64
845,3581,Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457,BK64
846,3582,Lincoln Pl & Classon Ave,40.672168299999996,-73.9609,BK61
848,3584,Eastern Pkwy & Franklin Ave,40.670776700000005,-73.9576801,BK61
849,3585,Union St & Bedford Ave,40.6691783,-73.9554162,BK63
850,3586,34 Ave & 13 St,40.763875299999995,-73.9364848,QN68
851,3587,Carroll St & Washington Ave,40.6686744,-73.9618148,BK63
852,3588,Vernon Blvd & 10 St,40.7671863,-73.9373554,QN70
853,3589,Broadway & 12 St,40.7668,-73.93477740000002,QN70
854,3590,Carroll St & Franklin Ave,40.6679411,-73.9588,BK63
855,3591,21 St & 31 Dr,40.7659,-73.930819,QN70
856,3592,Crescent St & Broadway,40.7633589,-73.92864709999999,QN70
857,3593,31 St & Broadway,40.761584,-73.925921,QN70
858,3594,Montgomery St & Franklin Ave OLD,40.6661649,-73.95934840000001,BK63
859,3595,35 St & Broadway,40.760339,-73.9222427,QN70
860,3596,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,BK60
861,3597,43 St & Broadway,40.7577284,-73.9166368,QN70
862,3598,Newton Rd & 44 St,40.7595701,-73.91426779999999,QN70
863,3599,Franklin Ave & Empire Blvd,40.663140000000006,-73.96056949999999,BK60
864,3601,Sterling St & Bedford Ave,40.6627059,-73.9569115,BK60
865,3602,31 Ave & 34 St,40.763154,-73.920827,QN70
866,3603,31 Ave & 30 St,40.7647,-73.9240312,QN70
867,3604,Rogers Ave & Sterling St,40.6630619,-73.95387459999999,BK60
868,3605,31 Ave & Crescent St,40.765834600000005,-73.9265474,QN71
869,3606,49 Ave & 21 St,40.74252,-73.948852,QN31
870,3607,31 Ave & 14 St,40.7682,-73.9322662,QN70
871,3608,5 St & 51 Ave,40.7423737,-73.9566,QN31
872,3609,Vernon Blvd & 31 Ave,40.7692475,-73.93545040000001,QN71
873,3610,Vernon Blvd & 30 Rd,40.770845,-73.93417099999999,QN71
874,3611,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,QN31
875,3612,30 Ave & 21 St,40.77037429999999,-73.9286078,QN71
876,3613,Center Blvd & 48 Ave,40.745038,-73.957539,QN31
877,3614,Crescent St & 30 Ave,40.768692,-73.9249574,QN71
878,3615,44 Dr & 21 St,40.748000000000005,-73.94609270000001,QN31
879,3616,Steinway St & 28 Ave,40.7656251,-73.9136695,QN70
880,3617,28 Ave & 35 St,40.7671,-73.9169858,QN70
881,3618,27 St & Hunter St,40.7485,-73.941275,QN31
882,3619,Newtown Ave & 23 St,40.7713615,-73.9246145,QN71
883,3620,11 St & 43 Ave,40.7519071,-73.94791190000001,QN31
884,3621,27 Ave & 9 St,40.7739825,-73.93091340000001,QN71
885,3622,E 128 St & Madison Ave,40.807559999999995,-73.93918199999999,MN03
886,3623,W 120 St & Claremont Ave,40.8109494,-73.9634,MN09
887,3625,28 St & 40 Ave,40.752575799999995,-73.9364281,QN68
888,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,MN11
889,3629,Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,MN11
890,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,MN11
891,3631,Crown St & Bedford Ave,40.666563000000004,-73.95674100000001,BK63
894,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,MN13
895,3636,Expansion Warehouse 333 Johnson Ave,40.70773148,-73.93452287,BK78
896,3637,Fulton St & Waverly Ave,40.68323865,-73.96599591,BK69
900,3641,Broadway & W 25 St,40.74286877,-73.98918629,MN13
901,3642,E 98 St & Lexington Ave,40.7872852,-73.95012259,MN33
902,3643,E 41 St & 5 Ave,40.75272201,-73.98123622,MN20
903,3644,Van Dyke St & Van Brunt St,40.67581623,-74.01488185,BK33
904,3645,Pathmark Depot,40.67233267,-73.99706125,BK37
905,3646,35 Ave & 10 St,40.76315482,-73.9398551,QN68
906,3647,48 Ave & 30 Pl,40.74128309,-73.93725872,QN31
908,3649,W 129 St & Convent Ave,40.81439444,-73.95324737,MN06
911,3652,NYCBS Depot - 3AV,40.67013328,-73.99230838,BK37
912,3653,31 St & 35 Ave,40.75820465,-73.92832159999999,QN70
913,3654,31 St & Northern Blvd,40.75186951,-73.9334929,QN68
914,3656,E 2 St & Avenue A,40.72307749,-73.98583621,MN22
915,3658,W 18 St & 9 Ave,40.74353373,-74.00367558,MN13
916,3659,W 17 St & 9 Ave,40.74294892,-74.00413692,MN13
917,3660,W 16 St & 8 Ave,40.74102151,-74.00138497,MN13
918,3661,Montgomery St & Franklin Ave,40.66643931,-73.96055639,BK63
919,3662,31 Ave & Steinway St,40.7612939,-73.91691685,QN70
920,3663,Sterling Pl & 7 Ave,40.67716489,-73.97382796,BK64
921,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,MN24
922,3666,32 St & 30 Ave,40.76642553,-73.92062902,QN70
923,3668,Leonard St & Nassau Ave,40.72395678,-73.94984365,BK76
924,3669,Henry St & W 9 St,40.67630358,-74.00314048,BK33
926,3672,Apache,40.66976709,-73.99474382,BK37
927,3673,Dean St & Franklin Ave,40.67759207,-73.95563722,BK61
928,3674,Jay St & York St,40.70140317,-73.9867267,BK38
930,3676,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,BK33
932,3680,E 43 St & 5 Ave,40.75412081,-73.98025185,MN17
935,3684,W 12 St & W 4 St,40.73756121,-74.00398269,MN23
937,3686,Gansevoort St & Hudson St,40.739448200000005,-74.00507033,MN23
938,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,MN20
939,3688,2 Ave & E 55 St,40.75792021,-73.96638215,MN19
940,3689,W 104 St & Amsterdam Ave,40.79904139,-73.96649479999999,MN12
941,3690,Park Pl & Church St,40.71334184,-74.00935516,MN24
942,3691,28 Ave & 44 St,40.76408932,-73.91065121,QN70
944,3693,N 11 St & Kent Ave,40.72248189,-73.95921931,BK73
945,3695,E 5 St & 2 Ave,40.72686952,-73.98919031,MN22
946,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,MN14
947,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,MN15
950,3704,47 Ave & Skillman Ave,40.74375241,-73.94176483,QN31
951,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,MN23
952,3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,MN21
953,3708,W 13 St & 5 Ave,40.735445,-73.99431,MN23
954,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,MN13
955,3711,E 13 St & Avenue A,40.72966729,-73.98067966,MN22
956,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,MN13
957,3714,Division Av & Hooper St,40.70684203,-73.95443540000001,BK72
958,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,BK73
959,3716,40 Ave & Crescent St,40.753599200000004,-73.93795609,QN68
960,3718,E 11 St & Avenue B,40.72746421,-73.97950418,MN22
961,3719,S Portland Ave & Atlantic Ave,40.68322254,-73.97381186,BK68
962,3720,Wyckoff St & Bond St,40.68461654,-73.98721285,BK38
963,3721,31 St & Newtown Ave,40.76754878,-73.92093346,QN71
964,3723,Cadman Plaza E & Johnson St,40.69531728,-73.99015725,BK38
965,3724,7 Ave & Central Park South,40.76674056,-73.97906899,MN17
967,3726,Center Blvd & 51 Ave,40.74336608,-73.95960689,QN31
968,3727,Frost St & Meeker Ave,40.71784798,-73.94752018,BK90
969,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,BK09
970,3733,Avenue C & E 18 St,40.730563000000004,-73.973984,MN50
971,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,MN19
972,3737,Stanton St & Norfolk St,40.720746999999996,-73.986274,MN27
973,3745,36 Ave & 31 St,40.75651273,-73.92957486,QN70
